lat,lng
36.66066871,127.0192514
36.66156984,127.0192516
36.66247096,127.0192518
36.66337209,127.0192521
36.66427322,127.0192523
36.66517434,127.0192525
36.66607547,127.0192527
36.6669766,127.0192529
36.66787772,127.0192531
36.66877885,127.0192533
36.66967998,127.0192535
36.6705811,127.0192537
36.67148223,127.0192539
36.67238335,127.0192541
36.67328448,127.0192543
36.6741856,127.0192545
36.67508673,127.0192547
36.67598785,127.019255
36.67688898,127.0192552
36.649855,127.0203673
36.65075613,127.0203675
36.65165726,127.0203677
36.65255839,127.0203679
36.65345952,127.0203682
36.65436064,127.0203684
36.65526177,127.0203686
36.6561629,127.0203688
36.65706403,127.020369
36.65796516,127.0203693
36.65886628,127.0203695
36.65976741,127.0203697
36.66066854,127.0203699
36.66156967,127.0203701
36.66247079,127.0203704
36.66337192,127.0203706
36.66427305,127.0203708
36.66517417,127.020371
36.6660753,127.0203712
36.66697643,127.0203715
36.66787755,127.0203717
36.66877868,127.0203719
36.6696798,127.0203721
36.67058093,127.0203723
36.67148206,127.0203726
36.67238318,127.0203728
36.67328431,127.020373
36.67418543,127.0203732
36.67508656,127.0203734
36.67598768,127.0203737
36.67688881,127.0203739
36.67778993,127.0203741
36.65075595,127.0214858
36.65165708,127.0214861
36.65255821,127.0214863
36.65345933,127.0214865
36.65436046,127.0214868
36.65526159,127.021487
36.65616272,127.0214872
36.65706385,127.0214875
36.65796497,127.0214877
36.6588661,127.0214879
36.65976723,127.0214882
36.66066836,127.0214884
36.66156948,127.0214886
36.66247061,127.0214889
36.66337174,127.0214891
36.66427286,127.0214893
36.66517399,127.0214896
36.66607512,127.0214898
36.66697624,127.02149
36.66787737,127.0214903
36.6687785,127.0214905
36.66967962,127.0214907
36.67058075,127.021491
36.67148187,127.0214912
36.672383,127.0214914
36.67328412,127.0214917
36.67418525,127.0214919
36.67508637,127.0214921
36.6759875,127.0214924
36.67688862,127.0214926
36.67778975,127.0214928
36.67869087,127.0214931
36.679592,127.0214933
36.68049312,127.0214935
36.65165688,127.0226044
36.65255801,127.0226047
36.65345914,127.0226049
36.65436027,127.0226052
36.6552614,127.0226054
36.65616252,127.0226057
36.65706365,127.0226059
36.65796478,127.0226062
36.65886591,127.0226064
36.65976704,127.0226067
36.66066816,127.0226069
36.66156929,127.0226071
36.66247042,127.0226074
36.66337154,127.0226076
36.66427267,127.0226079
36.6651738,127.0226081
36.66607492,127.0226084
36.66697605,127.0226086
36.66787718,127.0226089
36.6687783,127.0226091
36.66967943,127.0226094
36.67058055,127.0226096
36.67148168,127.0226099
36.6723828,127.0226101
36.67328393,127.0226103
36.67418506,127.0226106
36.67508618,127.0226108
36.67598731,127.0226111
36.67688843,127.0226113
36.67778955,127.0226116
36.67869068,127.0226118
36.6795918,127.0226121
36.68049293,127.0226123
36.68139405,127.0226126
36.65345894,127.0237233
36.65436007,127.0237236
36.65526119,127.0237238
36.65616232,127.0237241
36.65706345,127.0237244
36.65796458,127.0237246
