,NODE_ID,lat,lng
0,1150052300,37.59002163582684,126.802102194496
1,1150052600,37.59111645135916,126.80323472947738
2,1090019100,37.67935485628988,127.04963778514086
3,1090021300,37.69060848451904,127.04532305764492
4,1100003400,37.67884369933662,127.05165463628532
5,1130037300,37.56600870705381,126.9142748452378
6,1130038300,37.56676656276075,126.9208830709972
7,1210079700,37.46927249323696,127.04791213935071
8,1220150600,37.474023784216975,127.0550292894296
9,1110038301,37.64646983766344,126.90758562264192
10,1090022701,37.67907428914136,127.05036332478063
11,1090022801,37.69239036752353,127.04505264702716
12,1210086401,37.46989221369279,127.04886130621448
13,1130058601,37.56749842835922,126.91754944614205
14,1110023600,37.64815543745549,126.92742445903596
15,1130041800,37.56952518055087,126.89529030241464
16,1130036800,37.56439405250773,126.8904942165547
17,1130038200,37.566739492518536,126.89279290024108
18,1130058501,37.56541481869945,126.89155793908202
19,1100024800,37.63441880949192,127.06202615865892
20,1100031000,37.64332250889694,127.05637063915138
21,1100031200,37.64496524616092,127.06089686049188
22,1100037400,37.65479920842255,127.05501808251915
23,1100043100,37.659408732700605,127.05310222283622
24,1100086701,37.65785883164795,127.053995282658
25,1100086401,37.63778539409938,127.05979099768066
26,1100086501,37.63878134723705,127.05893557175378
27,1100086601,37.64182238594361,127.05619616032445
28,1000003600,37.57557261043986,126.97685034978922
29,1090003200,37.66001362808514,127.04996594988398
30,1210010200,37.460167749258495,127.02692607006551
31,1220013800,37.47555407846729,127.1062930585011
32,1140003300,37.518216878537615,126.85377431449508
33,1000010300,37.57087474797009,126.97725701639622
34,1000013700,37.572731792079466,126.97723548600662
35,1000016900,37.57485820629161,126.97716894568232
36,1000031100,37.574340905815376,126.97718407909596
37,1100024500,37.63407323486047,127.06080734621932
38,1100029200,37.64066710020071,127.05451834175815
39,1100044400,37.66423596745526,127.05217216410206
40,1100052000,37.67670860487664,127.05100015460263
41,1100052100,37.66595857798553,127.05142701865849
42,1140018500,37.51699844574589,126.84849517056708
43,1140019000,37.51754835960001,126.85406991740324
44,1210013100,37.46385955178643,127.04059755873038
45,1210013200,37.463941517501375,127.0405089020028
46,1220017800,37.48628997707621,127.10296038187032
47,1220018200,37.48646420764008,127.10437337272027
48,1220020000,37.4873619493417,127.10168900577904
49,1220021800,37.48864784513656,127.10597809005984
50,1240070600,37.55840381048537,127.17992186758713
51,1140109901,37.51655377927688,126.85056789359548
52,1140110101,37.51733740031244,126.85334198864533
53,1140110201,37.517975809658,126.85305923709171
54,1140110301,37.52151206393056,126.85052067473582
55,1140110001,37.51718655649044,126.85028658482058
56,1210086201,37.45998423862882,127.02807035218292
57,1210086301,37.46018820679373,127.0280789642841
58,1240094301,37.55303695779821,127.18024832590768
59,1240094601,37.554955204909966,127.17943628615852
60,1240094401,37.553715340612605,127.17966661294882
61,1240094501,37.55392402322914,127.18017236080206
