,stat_id,station,address,lat,lng,household,num_cars,num_rest,traffic,avg_fast,avg_slow,nearby_neighbor
110,KP002354,방화동성아파트,서울특별시 강서구 방화동 금낭화로23길 8,37.5794084299,126.812592887,271175,1768,79,60478.0,1.7985714285714285,7.533699633699624,17
111,KP002691,목동힐스테이트아파트,서울특별시 양천구 신정동 중앙로36길 15,37.5207747014,126.855947273,181404,996,289,715.0,31.20784615384613,44.30175824175821,7
112,KP002353,마곡수명산파크1단지,서울특별시 강서구 내발산동 742,37.5535661829,126.8305340094,271175,1768,177,5829.0,12.247186813186806,22.5942857142857,10
113,KP000930,양천벽산블루밍 아파트,서울특별시 양천구 신월동 1026,37.5245986953,126.8392967298,181404,996,176,33061.0,1.9874065934065928,19.58624175824174,18
114,KP000709,화곡초록 아파트,서울특별시 강서구 화곡동 1139,37.5452804761,126.8329698193,271175,1768,260,10262.0,8.976945054945055,0.0,14
115,KP000695,마곡수명산파크3단지,서울특별시 강서구 내발산동 751,37.5518565943,126.8247074755,271175,1768,62,5829.0,1.516945054945055,7.825032967032967,10
116,KP003606,마곡수명산파크8단지,서울특별시 강서구 수명로2길 108,37.55097481545,126.8285922819,271175,1768,159,5829.0,0.0,13.091648351648356,7
117,KP001269,마곡엠밸리6단지,서울특별시 강서구 마곡동 743,37.5657531052,126.8196221693,271175,1768,211,37647.0,38.889912087912144,20.4175824175824,25
118,SF002069,마곡엠밸리2단지,서울특별시 강서구 마곡동 마곡서1로 146,37.568824973,126.82141102,271175,1768,260,38810.0,0.0,8.632358974358974,29
119,KP000017,강서양천지사,서울특별시 양천구 신정동 319-1,37.52007602,126.8687447,181404,996,218,20855.0,87.63643956043958,2.157563579277866,18
120,KP002997,마곡13단지 힐스테이트마스터,서울특별시 강서구 마곡동 748,37.557592,126.818291,271175,1768,55,16131.0,25.3296263736264,35.04074725274724,6
121,KP000696,마곡수명산파크5단지,서울특별시 강서구 내발산동 749,37.5515869245,126.8275825587,271175,1768,133,5829.0,13.782175824175823,29.212362637362617,11
122,KP000700,목동트윈빌,서울특별시 양천구 목동 905-22,37.5321760813,126.8767427591,181404,996,132,31760.0,1.1217582417582417,18.90745054945054,10
123,KP003203,마곡엠밸리11단지아파트,서울특별시 강서구 마곡동 공항대로 124,37.558829,126.820478,271175,1768,54,16131.0,0.0,10.902307692307708,18
124,KP000697,마곡수명산파크6단지,서울특별시 강서구 내발산동 수명로2길 63,37.5498760484,126.8258211289,271175,1768,68,5829.0,2.257274725274725,13.414021978021982,11
125,KP002843,목동2차우성아파트,서울특별시 양천구 신정동 337,37.50749198974,126.8665833558,181404,996,40,29951.0,6.849868131868133,0.0,22
126,KP002510,가로공원 공영주차장,서울특별시 양천구 신월동 263,37.5359873615,126.8290440925,181404,996,264,10262.0,77.18160439560432,0.0,8
127,KP000929,방화동부센트레빌,서울특별시 강서구 방화동 875,37.5744012407,126.8140680039,271175,1768,163,7172.0,3.458813186813187,0.0,20
128,KP003288,마곡엠밸리8단지,서울특별시 강서구 마곡동 마곡서1로 81,37.564076,126.819977,271175,1768,57,11103.0,19.391978021978016,0.0,22
129,PW012551,신정숲속마을아파트,서울특별시 양천구 신정동 1324,37.506123778,126.83393067,181404,996,5,32274.0,14.53081318681317,0.0,0
130,KP000707,푸른마을2단지,서울특별시 양천구 신정동 1281,37.5135083255,126.8360674722,181404,996,88,32274.0,7.749428571428569,21.01323076923076,13
131,KP002654,마곡수명산파크7단지,서울특별시 강서구 내발산동 수명로2가길 22,37.5476645873,126.821919941,271175,1768,17,5829.0,5.098593406593404,16.426593406593415,8
