LINK_ID,도로등급,도로명,권역,연장(km),차선수,전일
1160001701,일반국도,경인로,서울특별시 구로구,0.1575,3,50718
1160001801,일반국도,경인로,서울특별시 구로구,0.1575,3,6735
1160055000,특별광역시도,경인로,서울특별시 구로구,0.0820,1,28
1160001302,일반국도,경인로,서울특별시 구로구,0.0947,3,6707
1160001402,일반국도,경인로,서울특별시 구로구,0.0947,3,31338
1160055000,특별광역시도,남부순환로,서울특별시 구로구,0.0542,1,28
1160054300,특별광역시도,경인로,서울특별시 구로구,0.0368,1,24765
1160055000,특별광역시도,경인로,서울특별시 구로구,0.0368,1,28
1160055800,특별광역시도,남부순환로,서울특별시 구로구,0.1965,1,54
1160056200,특별광역시도,남부순환로,서울특별시 구로구,0.1965,1,20600
1160013403,특별광역시도,남부순환로,서울특별시 구로구,0.1284,3,47449
1160013302,특별광역시도,남부순환로,서울특별시 구로구,0.1284,2,19352
1160051400,특별광역시도,남부순환로,서울특별시 구로구,0.0625,1,26903
1160051400,특별광역시도,남부순환로,서울특별시 구로구,0.1388,1,26903
1160051400,특별광역시도,남부순환로,서울특별시 구로구,0.0717,1,26903
1160001702,일반국도,경인로,서울특별시 구로구,0.0720,3,23815
1160001802,일반국도,경인로,서울특별시 구로구,0.0720,3,6681
1160013401,특별광역시도,남부순환로,서울특별시 구로구,0.0791,2,26903
1160055800,특별광역시도,남부순환로,서울특별시 구로구,0.0599,1,54
1160013401,특별광역시도,남부순환로,서울특별시 구로구,0.0749,2,19380
1160054300,특별광역시도,경인로,서울특별시 구로구,0.1132,1,24765
1160013403,특별광역시도,남부순환로,서울특별시 구로구,0.1951,3,44499
1160016101,특별광역시도,남부순환로,서울특별시 구로구,0.5323,3,44864
"1160001803,1160001804,1160001805,1160001806",일반국도,경인로,서울특별시 구로구,0.5187,3,28897
"1160001703,1160001704,1160001705,1160001706",일반국도,경인로,서울특별시 구로구,0.5187,3,22124
"1160011303,1160044200",특별광역시도,개봉로,서울특별시 구로구,0.5993,3,12032
"1160011403,1160044100",특별광역시도,개봉로,서울특별시 구로구,0.5993,2,19423
"1160001601,1160001602,1160001603,1160001604",일반국도,경인로,서울특별시 구로구,0.8246,4,26561
"1160001501,1160001502,1160001503,1160001504",일반국도,경인로,서울특별시 구로구,0.8246,4,28164
"1160001301,1160001302",일반국도,경인로,서울특별시 구로구,0.6345,3,28268
1160000303,일반국도,경인로,서울특별시 구로구,0.0191,3,20532
1160000403,일반국도,경인로,서울특별시 구로구,0.0191,3,15207
"1160022700,1160023500,1160025400,1160027800,1160030700,1160036601,2130033700,2130038000",특별광역시도,개봉로,서울특별시 구로구,1.4403,3,15772
"1160022800,1160023600,1160025500,1160027900,1160030800,1160036501,2130033600,2130038100",시군도,광명로,서울특별시 구로구,1.4403,3,17158
1160051300,특별광역시도,남부순환로,서울특별시 구로구,0.3169,1,15777
1160056200,특별광역시도,남부순환로,서울특별시 구로구,0.0471,1,20600
"1160014202,1160014203,1160014204,1160014205",특별광역시도,중앙로,서울특별시 구로구,0.7518,3,12901
"1160014101,1160014102,1160014103,1160014104",특별광역시도,중앙로,서울특별시 구로구,0.7518,3,13476
1160040400,특별광역시도,구일로,서울특별시 구로구,0.0477,2,16844
1160040300,특별광역시도,구일로,서울특별시 구로구,0.0477,2,5102
1160037700,특별광역시도,구일로,서울특별시 구로구,0.1190,2,4585
1160037800,특별광역시도,구일로,서울특별시 구로구,0.1190,1,15476
1160041900,연결로,서부간선도로,서울특별시 구로구,0.0336,1,12272
1160055600,도시고속도로,서부간선도로,서울특별시 구로구,0.5634,2,40767
1160002603,도시고속도로,서부간선도로,서울특별시 구로구,0.4864,2,50801
1160055700,도시고속도로,서부간선도로,서울특별시 구로구,0.6538,2,44864
1170032700,도시고속도로,서부간선도로,서울특별시 금천구,0.5119,2,38893
1160001901,일반국도,경인로,서울특별시 구로구,0.0251,5,18480
1160002001,일반국도,경인로,서울특별시 구로구,0.0251,5,29811
1160001901,일반국도,경인로,서울특별시 구로구,0.2263,5,34016
1160002001,일반국도,경인로,서울특별시 구로구,0.2263,5,37259
1160015801,특별광역시도,안양천로,서울특별시 구로구,0.2873,1,6014
1160055800,특별광역시도,경인로,서울특별시 구로구,0.0513,1,54
"1160036602,1160040200",특별광역시도,개봉로19길,서울특별시 구로구,0.1842,1,14245
0,도시고속도로,서부간선도로,서울특별시 구로구,0.0322,1,748
"1160000100,1160000301,1160000302,1160000303,2420185200,2420187700,2420191300",일반국도,경인로,서울특별시 구로구,1.3597,3,18247
1160001202,도시고속도로,서부간선도로,서울특별시 구로구,0.2578,2,53526
1160049100,특별광역시도,안양천로,서울특별시 구로구,0.0372,3,41553
1160049000,특별광역시도,안양천로,서울특별시 구로구,0.0372,3,38306
1160061600,특별광역시도,안양천로,서울특별시 구로구,0.5190,2,33928
1160061700,특별광역시도,안양천로,서울특별시 구로구,0.5190,2,34337
1160036400,특별광역시도,경인로,서울특별시 구로구,0.1338,2,14010
1160054300,특별광역시도,경인로,서울특별시 구로구,0.1008,1,24765
1160007507,특별광역시도,경인로,서울특별시 구로구,0.1360,1,11705
1160002401,일반국도,경인로,서울특별시 구로구,0.0352,4,30130
1160002302,일반국도,경인로,서울특별시 구로구,0.0352,4,30330
1160002001,일반국도,경인로,서울특별시 구로구,0.0185,5,27948
1160001901,일반국도,경인로,서울특별시 구로구,0.0185,5,30130
1160001103,연결로,서부간선도로,서울특별시 구로구,0.0280,1,10697
2130037200,시군도,가마산로,서울특별시 금천구,0.1770,3,21832
2130037300,특별광역시도,가마산로,서울특별시 금천구,0.1770,3,25690
0,연결로,서부간선도로,서울특별시 구로구,0.0330,1,3521
1160001103,연결로,서부간선도로,서울특별시 구로구,0.0126,1,14218
"1160018300,2130026900",시군도,금오로,서울특별시 구로구,0.8369,2,8078
2130048800,도시고속도로,서부간선도로,서울특별시 구로구,0.7923,2,49331
1160038500,연결로,서부간선도로,서울특별시 구로구,0.4004,1,11173
"1160033100,1160035000",특별광역시도,구일로,서울특별시 구로구,0.1134,1,3820
1160034300,특별광역시도,구일로,서울특별시 구로구,0.1134,2,18903
1160015701,특별광역시도,안양천로537길,서울특별시 구로구,0.4814,1,14444
1160061600,특별광역시도,안양천로,서울특별시 구로구,0.1932,2,37001
1160061700,특별광역시도,안양천로,서울특별시 구로구,0.1932,3,34333
1160052000,특별광역시도,경인로,서울특별시 구로구,0.1358,1,19380
"1160007502,1160007503,1160007504",특별광역시도,오리로,서울특별시 구로구,0.3458,3,20112
"1160007602,1160007603,1160007604",특별광역시도,오리로,서울특별시 구로구,0.3458,3,22813
"1160007605,1160007606",특별광역시도,오리로,서울특별시 구로구,0.3219,2,25896
"1160007505,1160007506",특별광역시도,오리로,서울특별시 구로구,0.3219,2,20269
"1160005003,1160007601,1160007602",특별광역시도,오리로,서울특별시 구로구,0.4444,3,22230
1160018400,특별광역시도,금오로,서울특별시 구로구,0.4838,3,6741
1160018300,특별광역시도,금오로,서울특별시 구로구,0.4838,3,8556
1160009601,특별광역시도,남부순환로,서울특별시 구로구,0.8832,2,34996
1160009501,특별광역시도,남부순환로,서울특별시 구로구,0.8832,2,38394
0,도시고속도로,서부간선도로,서울특별시 구로구,0.0353,1,8315
1160001203,도시고속도로,서부간선도로,서울특별시 구로구,0.0091,2,12071
"1150004701,1150004702,1150102800",일반국도,김포대로,서울특별시 강서구,0.6438,2,6848
"1150102600,1150105400",일반국도,김포대로,서울특별시 강서구,0.5517,2,18914
"1150004201,1150004202",일반국도,개화동로,서울특별시 강서구,0.5211,5,46375
"1150004101,1150004102",일반국도,개화동로,서울특별시 강서구,0.5211,4,43279
"1150019202,1150019203",일반국도,개화동로,서울특별시 강서구,0.1282,5,41172
"1150019303,1150019304",일반국도,개화동로,서울특별시 강서구,0.1282,4,39966
1150088000,일반국도,개화동로,서울특별시 강서구,0.5042,2,33027
1150088100,일반국도,개화동로,서울특별시 강서구,0.5042,2,33753
1150019201,특별광역시도,개화동로,서울특별시 강서구,0.2386,2,9475
"1150019301,1150019303",일반국도,개화동로,서울특별시 강서구,0.1591,4,40316
"1150019201,1150019202",일반국도,개화동로,서울특별시 강서구,0.1591,4,38436
"1150004001,1150004002,1150004003",특별광역시도,양천로,서울특별시 강서구,0.4708,2,11920
"1150016805,1150019400",특별광역시도,방화대로,서울특별시 강서구,0.6441,3,9927
"1150016905,1150019500",특별광역시도,방화대로,서울특별시 강서구,0.6441,3,11845
1150019902,특별광역시도,강서로,서울특별시 강서구,0.2270,3,17735
"1150019801,1150019803",특별광역시도,강서로,서울특별시 강서구,0.1242,3,25447
"1150019901,1150019902",특별광역시도,강서로,서울특별시 강서구,0.1242,3,22839
1150096700,연결로,올림픽대로,서울특별시 강서구,0.0847,1,17126
1150110800,특별광역시도,강서로,서울특별시 강서구,0.0244,1,609
1150018600,특별광역시도,강서로,서울특별시 강서구,0.2873,3,27449
1150018700,특별광역시도,강서로,서울특별시 강서구,0.2873,3,24331
1150109000,특별광역시도,,서울특별시 강서구,0.3892,5,15657
"1150108000,1150108500",특별광역시도,,서울특별시 강서구,0.2119,2,5897
1150108900,특별광역시도,,서울특별시 강서구,0.0266,3,5476
1150016603,일반국도,개화동로,서울특별시 강서구,0.2797,5,38810
1150016702,일반국도,개화동로,서울특별시 강서구,0.2797,4,37647
1150073600,특별광역시도,개화동로,서울특별시 강서구,0.4075,2,32526
1150073700,특별광역시도,개화동로,서울특별시 강서구,0.4075,2,27717
1150016602,일반국도,하늘길,서울특별시 강서구,0.1359,2,11899
"1150012601,1150057600",특별광역시도,남부순환로,서울특별시 강서구,0.8318,4,36355
"1150012701,1150057700",특별광역시도,남부순환로,서울특별시 강서구,0.8318,4,30584
1150012702,특별광역시도,남부순환로,서울특별시 강서구,0.1790,2,12077
1150109700,특별광역시도,,서울특별시 강서구,0.0243,2,532
1150109600,특별광역시도,,서울특별시 강서구,0.4125,1,6780
"1150001301,1150001302,1150001702",일반국도,공항대로,서울특별시 강서구,1.1698,4,25603
"1150001401,1150001402,1150001802",일반국도,공항대로,서울특별시 강서구,1.1698,4,20575
"1150014302,1150014303,1150014304,1150014305,1150017101,1150017102,1150017103,1150017104",특별광역시도,강서로,서울특별시 강서구,1.1324,3,19870
"1150014202,1150014203,1150014204,1150014205,1150017001,1150017002,1150017003,1150017004",특별광역시도,강서로,서울특별시 강서구,1.1324,3,22538
"1150012401,1150012402",특별광역시도,강서로,서울특별시 강서구,0.4257,3,18736
"1150012501,1150012502",특별광역시도,강서로,서울특별시 강서구,0.4257,3,18115
1150002301,도시고속도로,올림픽대로,서울특별시 강서구,0.7999,4,49771
1150002404,도시고속도로,올림픽대로,서울특별시 강서구,1.0464,4,60403
1150082400,연결로,올림픽대로,서울특별시 강서구,0.0583,2,25086
1150078200,특별광역시도,화곡로,서울특별시 강서구,0.3092,2,9428
1150022204,일반국도,방화대로,서울특별시 강서구,0.0478,4,11414
1150053000,일반국도,방화대로,서울특별시 강서구,0.0478,4,16131
"1150054500,1150056000",특별광역시도,남부순환로,서울특별시 강서구,0.3396,2,8857
1150063800,특별광역시도,화곡로,서울특별시 강서구,0.1790,1,5257
1150001003,일반국도,공항대로,서울특별시 강서구,0.0923,5,23026
1150000903,일반국도,공항대로,서울특별시 강서구,0.0923,4,24243
1150064700,특별광역시도,공항대로,서울특별시 강서구,0.1698,1,6187
1150061600,특별광역시도,화곡로,서울특별시 강서구,0.1397,1,7276
1150001004,일반국도,공항대로,서울특별시 강서구,0.0369,5,25227
1150000904,일반국도,공항대로,서울특별시 강서구,0.0369,4,29171
1150012304,특별광역시도,화곡로,서울특별시 강서구,0.0417,3,27593
1150012204,특별광역시도,화곡로,서울특별시 강서구,0.0417,3,32101
1150062500,특별광역시도,공항대로,서울특별시 강서구,0.1291,1,9950
1150012203,특별광역시도,화곡로,서울특별시 강서구,0.1031,3,26112
1150012303,특별광역시도,화곡로,서울특별시 강서구,0.1031,3,22665
1150001404,일반국도,공항대로,서울특별시 강서구,0.0811,4,16095
1150001303,일반국도,공항대로,서울특별시 강서구,0.0811,4,23183
1150001304,일반국도,공항대로,서울특별시 강서구,0.0463,4,29171
1150001405,일반국도,공항대로,서울특별시 강서구,0.0463,4,16095
1150106300,특별광역시도,화곡로,서울특별시 강서구,0.1245,1,1781
1150013206,특별광역시도,화곡로,서울특별시 강서구,0.0452,3,22968
1150013301,특별광역시도,화곡로,서울특별시 강서구,0.0452,3,27593
1150062200,특별광역시도,화곡로,서울특별시 강서구,0.1917,1,2358
1150061300,특별광역시도,공항대로,서울특별시 강서구,0.1999,2,8019
"1150012201,1150012202",특별광역시도,화곡로,서울특별시 강서구,0.1953,3,27056
1150009904,특별광역시도,등촌로,서울특별시 양천구,0.2822,3,18859
1150009804,특별광역시도,등촌로,서울특별시 양천구,0.2822,3,18475
"1150000301,1150000302,1150000303",일반국도,공항대로,서울특별시 강서구,0.8566,4,32435
"1150000401,1150000402,1150000403",일반국도,공항대로,서울특별시 강서구,0.8566,4,28712
"1140000301,1140000302,1140000303,1140000304",일반국도,공항대로,서울특별시 강서구,0.4983,4,31262
"1150010102,1150010103",특별광역시도,화곡로,서울특별시 강서구,0.7052,3,24327
"1150010002,1150010003",특별광역시도,화곡로,서울특별시 강서구,0.7052,3,22841
"1140039800,1150037600,1150038800",특별광역시도,남부순환로,서울특별시 강서구,0.8656,4,33334
"1140039700,1150037500,1150038700",특별광역시도,남부순환로,서울특별시 강서구,0.8656,4,32809
1140036301,특별광역시도,남부순환로,서울특별시 양천구,0.4337,4,33886
1140036401,특별광역시도,남부순환로,서울특별시 양천구,0.4337,4,31630
"1140038000,2420189100,2420192100",특별광역시도,화곡로,서울특별시 양천구,0.5376,3,18889
"1140037900,1140272900,2420189200",시군도,봉오대로,서울특별시 양천구,0.5376,3,21532
1140000103,특별광역시도,국회대로,서울특별시 양천구,0.1189,3,45871
1140060800,특별광역시도,남부순환로,서울특별시 양천구,0.2096,1,22
1140000102,특별광역시도,국회대로,서울특별시 양천구,0.2084,3,45850
1140023301,특별광역시도,남부순환로,서울특별시 양천구,0.1263,3,22657
1140023401,특별광역시도,남부순환로,서울특별시 양천구,0.1263,3,28499
1140060700,특별광역시도,국회대로,서울특별시 양천구,0.3183,1,27545
1140060500,특별광역시도,남부순환로,서울특별시 양천구,0.0078,3,22678
1140060600,특별광역시도,남부순환로,서울특별시 양천구,0.0078,3,28499
1140017103,특별광역시도,남부순환로,서울특별시 양천구,0.2005,4,17476
1140017203,특별광역시도,남부순환로,서울특별시 양천구,0.2005,3,61267
1140060000,특별광역시도,국회대로,서울특별시 양천구,0.1871,1,5203
1140060600,특별광역시도,남부순환로,서울특별시 양천구,0.1306,3,74370
1140060500,특별광역시도,남부순환로,서울특별시 양천구,0.1306,3,22678
"1140026301,1140026303",특별광역시도,강서로5길,서울특별시 강서구,0.0740,1,16415
1140063000,특별광역시도,중앙로,서울특별시 양천구,0.2947,2,18859
1140063100,특별광역시도,중앙로,서울특별시 양천구,0.2947,2,17300
1140026404,특별광역시도,강서로,서울특별시 강서구,0.0419,2,16898
1140026304,특별광역시도,강서로,서울특별시 강서구,0.0419,2,26587
1150022800,특별광역시도,국회대로,서울특별시 강서구,0.0644,1,4636
1140026301,특별광역시도,강서로5길,서울특별시 강서구,0.0406,2,13147
1140020802,특별광역시도,중앙로,서울특별시 양천구,0.0846,1,7157
1140020701,특별광역시도,중앙로,서울특별시 양천구,0.3109,3,21564
"1140016001,1140016002",특별광역시도,중앙로,서울특별시 양천구,0.3548,3,18802
1140026403,특별광역시도,강서로5길,서울특별시 강서구,0.1258,2,15612
1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0285,3,25792
1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0413,1,953
1140041003,특별광역시도,국회대로,서울특별시 양천구,0.0406,3,27209
1140041003,특별광역시도,국회대로,서울특별시 양천구,0.0214,3,28161
1140063400,특별광역시도,중앙로,서울특별시 양천구,0.0719,1,6924
"1140006501,1140006502,1140006503,1140012300",특별광역시도,중앙로,서울특별시 양천구,0.8799,3,17675
"1140015902,1140015903",특별광역시도,중앙로,서울특별시 양천구,0.3548,3,19692
"1140024202,1140024203,1140024204",특별광역시도,목동로,서울특별시 양천구,0.3896,3,26254
1140018100,특별광역시도,목동로,서울특별시 양천구,0.4108,3,18598
1140018201,특별광역시도,목동로,서울특별시 양천구,0.4108,3,17836
"1140001601,1140001602",특별광역시도,목동로,서울특별시 양천구,0.1910,4,26041
"1140014901,1140014902,1140014903,1140014904,1140014905,1140015500",특별광역시도,신월로,서울특별시 양천구,1.1551,4,14383
"1140015001,1140015002,1140015003,1140015004,1140015005,1140015600",특별광역시도,신월로,서울특별시 양천구,1.1551,3,15865
"1140024902,1140041301,1140041302,1140041303,1140041304",특별광역시도,국회대로,서울특별시 강서구,1.2776,2,33447
"1140024101,1140024102,1140024103",특별광역시도,목동로,서울특별시 양천구,0.3896,3,23823
1140046300,특별광역시도,안양천로,서울특별시 양천구,0.4563,2,32043
1140046400,특별광역시도,안양천로,서울특별시 양천구,0.4563,2,30173
1140042200,특별광역시도,안양천로,서울특별시 양천구,0.1146,3,29951
1140042100,특별광역시도,안양천로,서울특별시 양천구,0.1146,3,36714
"1150004800,1150102900",일반국도,김포대로,서울특별시 강서구,0.6438,2,26025
"1150006201,1150006202",일반국도,개화동로,서울특별시 강서구,0.5897,4,37054
"1150006301,1150006303",일반국도,개화동로,서울특별시 강서구,0.5897,4,31931
1140011400,특별광역시도,남부순환로,서울특별시 양천구,0.4642,4,44899
1150066500,특별광역시도,하늘길,서울특별시 강서구,0.0702,3,13900
1150066500,특별광역시도,하늘길,서울특별시 강서구,0.1199,2,13900
1140026404,특별광역시도,강서로,서울특별시 강서구,0.1470,3,23931
1150022400,연결로,인천국제공항고속도로,서울특별시 강서구,1.0202,2,8659
1150014701,일반국도,공항대로,서울특별시 강서구,0.0666,4,13734
1150014601,일반국도,공항대로,서울특별시 강서구,0.0666,4,13209
1140001601,특별광역시도,목동로,서울특별시 양천구,0.0295,4,15304
1140001501,특별광역시도,목동로,서울특별시 양천구,0.0295,3,21759
1140002401,특별광역시도,안양천로,서울특별시 양천구,0.2708,1,17105
"1140044100,1160017300",특별광역시도,목동로,서울특별시 양천구,0.2975,4,24418
"1140044200,1160017400",특별광역시도,목동로,서울특별시 양천구,0.2975,3,26419
1150087200,특별광역시도,초원로,서울특별시 강서구,0.0306,2,4839
"1150004102,1150004103,1150004104",일반국도,개화동로,서울특별시 강서구,0.5109,5,49729
"1150004202,1150004203,1150004204",일반국도,개화동로,서울특별시 강서구,0.5109,5,48020
1150006301,일반국도,개화동로,서울특별시 강서구,0.0437,4,22886
1150006201,일반국도,개화동로,서울특별시 강서구,0.0437,4,51484
1150014601,일반국도,공항대로,서울특별시 강서구,0.0269,4,9954
1150107400,일반국도,공항대로,서울특별시 강서구,0.0269,4,11103
1150016701,일반국도,개화동로,서울특별시 강서구,0.0450,2,17380
"1150018100,1150086300,1150086500",특별광역시도,초원로,서울특별시 강서구,0.4323,2,5582
1150004401,연결로,인천국제공항고속도로,서울특별시 강서구,1.9567,1,6355
1150004302,일반국도,인천국제공항고속도로,서울특별시 강서구,0.0102,3,5922
1150004402,일반국도,인천국제공항고속도로,서울특별시 강서구,0.0102,2,6750
1140080700,특별광역시도,중앙로,서울특별시 양천구,0.0870,1,1507
1140063700,특별광역시도,국회대로,서울특별시 양천구,0.0840,1,5917
1140043600,특별광역시도,안양천로,서울특별시 양천구,0.3547,1,21045
1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0308,1,1297
1140026301,특별광역시도,강서로5길,서울특별시 강서구,0.0076,2,11850
1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0328,2,7670
"1140010401,1140010402,1140010403",특별광역시도,신월로,서울특별시 양천구,0.5538,3,14432
0,일반국도,개화동로,서울특별시 강서구,0.0286,1,900
1150016602,일반국도,하늘길,서울특별시 강서구,0.0352,3,9315
1150016701,일반국도,개화동로,서울특별시 강서구,0.1363,2,18416
0,특별광역시도,개화동로,서울특별시 강서구,0.0332,1,438
1150019301,특별광역시도,개화동로,서울특별시 강서구,0.2400,2,16582
0,특별광역시도,개화동로,서울특별시 강서구,0.0348,1,1417
1150012602,특별광역시도,남부순환로,서울특별시 강서구,0.1770,2,10270
1150012602,특별광역시도,남부순환로,서울특별시 강서구,0.0258,1,1461
1150012702,특별광역시도,남부순환로,서울특별시 강서구,0.0518,2,7832
1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0239,3,24840
1140041401,특별광역시도,국회대로,서울특별시 강서구,0.0437,2,11850
1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0087,2,6373
1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0281,3,24840
1150109900,특별광역시도,,서울특별시 강서구,0.2602,2,15526
1150097200,연결로,올림픽대로,서울특별시 강서구,0.0877,1,15401
1150004501,도시고속도로,올림픽대로,서울특별시 강서구,0.1579,4,57871
1140059900,특별광역시도,남부순환로,서울특별시 양천구,0.3776,1,22955
1140060100,특별광역시도,국회대로,서울특별시 양천구,0.1179,1,33061
1140022201,특별광역시도,국회대로,서울특별시 양천구,0.1805,2,38263
1140060100,특별광역시도,남부순환로,서울특별시 양천구,0.2198,1,13104
1130023803,특별광역시도,화곡로,서울특별시 마포구,0.7610,3,58842
1130023703,특별광역시도,화곡로,서울특별시 마포구,0.7610,3,60416
1150086000,연결로,올림픽대로,서울특별시 강서구,0.1808,2,34275
"1130023701,1150081200",특별광역시도,화곡로,서울특별시 강서구,0.7495,2,24193
"1130023801,1150081100",특별광역시도,화곡로,서울특별시 강서구,0.7495,2,30268
1150003202,도시고속도로,올림픽대로,서울특별시 강서구,0.7353,4,86397
1130023804,특별광역시도,가양대로,서울특별시 마포구,0.4376,2,24237
1130023704,특별광역시도,가양대로,서울특별시 마포구,0.4376,2,30301
1130006902,도시고속도로,강변북로,서울특별시 마포구,1.9176,5,104950
1130068100,연결로,자유로,서울특별시 마포구,0.4238,1,20402
1130027002,특별광역시도,가양대로,서울특별시 마포구,0.0291,3,36858
1130026901,특별광역시도,가양대로,서울특별시 마포구,0.0291,3,30301
1130007002,도시고속도로,강변북로,서울특별시 마포구,0.4011,5,85069
1130067400,연결로,강변북로,서울특별시 마포구,0.8452,1,7213
1130068900,연결로,강변북로,서울특별시 마포구,0.2393,1,14441
1130069000,연결로,강변북로,서울특별시 마포구,0.2193,2,12622
1130068000,연결로,강변북로,서울특별시 마포구,0.1047,1,5409
1130069200,연결로,강변북로,서울특별시 마포구,0.5678,1,15755
1130069700,연결로,자유로,서울특별시 마포구,0.3888,2,9609
1130069100,연결로,강변북로,서울특별시 마포구,0.3821,1,5872
1130067500,연결로,강변북로,서울특별시 마포구,0.1361,2,30195
1150082900,연결로,올림픽대로,서울특별시 강서구,0.6269,1,15364
1150087700,연결로,올림픽대로,서울특별시 강서구,0.2683,1,18912
1150083100,연결로,올림픽대로,서울특별시 강서구,0.1145,3,16806
1150082500,연결로,올림픽대로,서울특별시 강서구,0.4553,1,15737
1150083100,연결로,올림픽대로,서울특별시 강서구,0.2168,1,6408
1150084600,연결로,올림픽대로,서울특별시 강서구,0.2107,2,30424
1150083900,연결로,올림픽대로,서울특별시 강서구,0.1108,3,23230
1150082000,연결로,올림픽대로,서울특별시 강서구,0.3265,2,13450
1150083900,연결로,올림픽대로,서울특별시 강서구,0.9259,1,9781
"1140041202,1140041203,1140041204,1140041205,1140041402",특별광역시도,국회대로,서울특별시 양천구,1.2535,3,33507
1150082000,연결로,올림픽대로,서울특별시 강서구,0.1847,1,28813
1150083900,연결로,올림픽대로,서울특별시 강서구,0.1939,1,28692
"1150014501,1150014704",일반국도,공항대로,서울특별시 강서구,0.7492,4,15375
"1150014401,1150014602",일반국도,공항대로,서울특별시 강서구,0.7492,4,17608
1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0389,2,6373
1140041401,특별광역시도,국회대로,서울특별시 양천구,0.0567,3,32686
1140020702,특별광역시도,중앙로,서울특별시 양천구,0.0977,1,8622
1140024901,특별광역시도,국회대로,서울특별시 강서구,0.0431,3,24840
1140041402,특별광역시도,국회대로,서울특별시 강서구,0.0530,1,1751
1140041402,특별광역시도,국회대로,서울특별시 양천구,0.0337,3,34436
1150106400,특별광역시도,하늘길,서울특별시 강서구,0.1769,4,10102
"1160011501,1160011502,1160011503,1160036300,1160058200,1160063500,1160071800",특별광역시도,오리로,서울특별시 구로구,1.8410,2,15356
"1160007607,1160011601,1160011602,1160011603,1160058100,1160063600,1160071900",특별광역시도,오리로,서울특별시 구로구,1.8410,2,18839
1150081400,연결로,올림픽대로,서울특별시 강서구,0.3423,1,14688
1150082400,연결로,올림픽대로,서울특별시 강서구,0.7311,1,10398
1150048500,특별광역시도,남부순환로,서울특별시 강서구,1.1289,2,23982
1150048400,특별광역시도,남부순환로,서울특별시 강서구,1.1289,2,20229
"1150045600,1150048000",특별광역시도,남부순환로,서울특별시 강서구,0.4433,3,14683
"1150039200,1150039400,1150040700",특별광역시도,남부순환로,서울특별시 강서구,0.3066,2,15330
"1140041500,1160015802",특별광역시도,안양천로,서울특별시 구로구,0.3470,3,36703
"1140041600,1160015702",특별광역시도,안양천로,서울특별시 구로구,0.3470,3,38761
1150041000,특별광역시도,남부순환로,서울특별시 강서구,0.3055,2,21632
1150044500,특별광역시도,남부순환로,서울특별시 강서구,0.0276,2,5829
1150044600,특별광역시도,남부순환로,서울특별시 강서구,0.0276,2,10398
0,특별광역시도,남부순환로,서울특별시 양천구,1.1576,2,35483
0,특별광역시도,남부순환로,서울특별시 양천구,1.1576,2,31073
1140002002,특별광역시도,신목로2길,서울특별시 양천구,0.0300,3,19029
1140000805,특별광역시도,신목로2길,서울특별시 양천구,0.0300,3,13260
1140042700,특별광역시도,남부순환로,서울특별시 양천구,0.3741,2,32274
"1140003402,1140003404",특별광역시도,남부순환로,서울특별시 양천구,0.8122,2,17271
1150022900,특별광역시도,강서로5길,서울특별시 강서구,0.0844,1,9333
1140024901,특별광역시도,국회대로,서울특별시 강서구,0.0219,3,26590
1140062400,특별광역시도,국회대로,서울특별시 양천구,0.2064,1,45871
0,연결로,올림픽대로,서울특별시 강서구,0.0303,1,4025
1150083100,연결로,올림픽대로,서울특별시 강서구,0.0077,3,12781
1150052900,특별광역시도,남부순환로,서울특별시 강서구,0.3772,2,18331
"1150046500,1150048100,1150050400",특별광역시도,남부순환로,서울특별시 강서구,0.4947,4,10307
1140042800,특별광역시도,남부순환로,서울특별시 양천구,0.3729,1,17471
1150108900,특별광역시도,,서울특별시 강서구,0.3332,4,5476
1140043500,특별광역시도,안양천로,서울특별시 양천구,0.2221,1,17740
1140002301,특별광역시도,안양천로,서울특별시 양천구,0.2239,1,16158
1150109700,특별광역시도,,서울특별시 강서구,0.3800,1,132
1150108400,특별광역시도,,서울특별시 강서구,0.1944,2,148
1150108200,특별광역시도,,서울특별시 강서구,0.1889,1,5329
1150110500,특별광역시도,,서울특별시 강서구,0.1491,2,7172
1150110700,특별광역시도,,서울특별시 강서구,0.3957,2,12967
0,연결로,인천국제공항고속도로,서울특별시 강서구,0.0130,1,1371
0,특별광역시도,,서울특별시 강서구,0.4092,2,13029
"1150004402,1150004403",일반국도,인천국제공항고속도로,서울특별시 강서구,0.0989,3,4672
"1150004302,1150004303",일반국도,인천국제공항고속도로,서울특별시 강서구,0.0989,2,8029
1150004301,연결로,인천국제공항고속도로,서울특별시 강서구,0.0545,1,5700
1140003404,특별광역시도,남부순환로,서울특별시 양천구,0.1178,4,43860
1140003304,특별광역시도,남부순환로,서울특별시 양천구,0.1178,4,44817
1140003304,특별광역시도,남부순환로,서울특별시 양천구,0.0240,2,45592
