,LINK_ID,F_NODE,T_NODE
649,1060002403,1060015100,1060015300
650,1060028600,1060015300,1060013600
651,1060028700,1060013600,1060015300
652,1060014301,1060017600,1060016400
653,1060014401,1060016400,1060017600
654,1060031800,1060017600,1060015600
655,1060031900,1060015600,1060017600
656,1060014702,1060018500,1060017200
657,1060014802,1060017200,1060018500
658,1060014804,1060031000,1060030900
659,1060015901,1060020300,1060031000
660,1060015902,1060005200,1060020300
661,1060016001,1060030900,1060020200
662,1060016002,1060020200,1060005200
663,1060035600,1060005200,1060017200
664,1060035700,1060017200,1060005200
665,1060014901,1060019200,1060005000
666,1060015001,1060005000,1060019200
667,1060036700,1060030700,1060019200
668,1060036800,1060019200,1060019400
669,1060003903,1060021400,1060019700
670,1060004003,1060019700,1060021400
671,1060038500,1060019700,1060021400
672,1060038600,1060021400,1060019700
673,1080003905,1080009000,1080007700
674,1080003906,1080009700,1080009000
675,1080004004,1080007700,1080008200
676,1080004005,1080008200,1080009000
677,1080004006,1080009000,1080009700
678,1080020300,1080007700,1080009700
679,1080020400,1080009700,1080007700
680,1090002301,1090006500,1090006300
681,1090002302,1090006700,1090006600
682,1090002401,1090006300,1090006500
683,1090002402,1090006600,1090006700
684,1090016800,1090006300,1090006700
685,1090016900,1090006700,1090006300
686,1090019000,1090007900,1090008300
687,1090019100,1090008300,1090007900
688,1090020301,1090008800,1090021800
689,1090020401,1090021800,1090008800
690,1090019600,1090007900,1090021800
691,1090019700,1090021800,1090007900
692,1090026500,1090012400,1090012700
693,1090026600,1090012700,1090012400
694,1090027300,1090012900,1090013300
695,1090027400,1090013300,1090012900
696,1090026700,1090012400,1090013300
697,1090026800,1090013300,1090012400
698,1090009903,1090015200,1090014700
699,1090009904,1090014700,1090015100
700,1090009905,1090015000,1090014900
701,1090010004,1090015100,1090015200
702,1090010005,1090014900,1090015000
703,1090029500,1090015200,1090014900
704,1090029600,1090014900,1090015200
705,1100012913,2210019600,1100085300
706,1100013023,1100085300,2210019600
707,1100172400,1100085300,2210019600
708,1100172500,2210019600,1100085300
709,1100012302,1100021300,1100020800
710,1100012303,1100021900,1100021500
711,1100012404,1100020800,1100021300
712,1100012405,1100021500,1100021900
713,1100050700,1100020800,1100021900
714,1100050800,1100021900,1100020800
715,1100000902,1100022300,1100021400
716,1100001002,1100021400,1100022300
717,1100001101,1100023800,1100000700
718,1100001102,1100023200,1100023800
719,1100001201,1100000700,1100023800
720,1100001202,1100023800,1100023200
721,1100052200,1100023200,1100021400
722,1100052300,1100021400,1100023200
723,1100012102,1100022100,1100021700
724,1100012202,1100021700,1100022100
725,1100014301,1100023000,1100022600
726,1100014401,1100022600,1100023000
727,1100052900,1100023000,1100021700
728,1100053000,1100021700,1100023000
729,1100002002,1100031000,1100031900
730,1100002502,1100032900,1100031900
731,1100002602,1100031900,1100033100
732,1100002603,1100033100,1100032900
733,1100062100,1100031000,1100032900
734,1100003300,1100036200,1100035500
735,1100003403,1100035500,1100036200
736,1100003803,1100036200,1100037400
737,1100067900,1100035500,1100037400
738,1100004802,1100044000,1100002700
739,1100077300,1100043100,1100044400
740,1120000904,1120008200,1120007500
741,1120000905,1010027000,1120008200
742,1120001004,1120007500,1120008100
743,1120001005,1120008100,1010027000
744,1010000101,1010028700,1010027000
745,1010000102,1010029000,1010028700
746,1010000103,1010031500,1010029000
747,1010000201,1010027000,1010028400
748,1010000202,1010028400,1010029000
749,1010000203,1010029000,1010031500
750,1120018600,1120007500,1010031500
751,1120018700,1010031500,1120007500
752,1120004906,1120009000,1120007400
753,1120005004,1120007400,1120009000
754,1120006301,1120009300,1120009000
755,1120006302,1120009700,1120009300
756,1120006401,1120009000,1120009300
757,1120006402,1120009300,1120009700
758,1120019500,1120007400,1120009700
759,1120019600,1120009700,1120007400
760,1120006306,1120011600,1120011500
761,1120006307,1120012100,1120011600
762,1120006308,1120012200,1120012100
763,1120006406,1120011500,1120011600
764,1120006407,1120011600,1120012000
765,1120006408,1120012000,1120012200
766,1000007901,1000012700,1120012200
767,1000007903,1000012900,1000012700
768,1000008001,1120012200,1000012600
769,1000008003,1000012600,1000012900
770,1120023400,1120011500,1000012900
771,1120023500,1000012900,1120011500
772,1120009702,1120014200,1120013700
773,1120009802,1120013700,1120014200
774,1120025900,1120014200,1120013700
775,1120026000,1120013700,1120014200
776,1120006101,1120010700,1120000700
777,1120006201,1120000700,1120010700
778,1130022303,1130006900,1130039000
779,1130022403,1130039000,1130006900
780,1120063900,1130040000,1120010700
781,1120064000,1120010700,1130040000
782,1130022901,1130039000,1130040000
783,1130023001,1130040000,1130039000
784,1130038300,1130000500,1130052200
785,1130038400,1130015200,1130000500
786,1130040200,1130017100,1130015200
787,1130040600,1130052200,1130017100
788,1130042400,1130017100,1130018600
789,1130042500,1130018100,1130017100
790,1130043500,1130018600,1130018100
791,1130010300,1130018600,1130000500
792,1130010400,1130000500,1130018600
793,1130022703,1130007000,1130040600
794,1130022803,1130040600,1130007000
795,1130023501,1130041200,1130007000
796,1130023601,1130007000,1130041200
797,1130064500,1130041200,1130040600
798,1130064600,1130040600,1130041200
799,1010001602,1010000400,1010007800
800,1000009902,1000030900,1000015900
801,1000009903,1000016200,1000031100
802,1000010002,1000015900,1000030900
803,1000010003,1000031100,1000016200
804,1000032100,1000015900,1000016200
805,1000032200,1000016200,1000015900
806,1120004102,1120002000,1010015900
807,1120004203,1010015900,1120002000
808,1010005701,1010017500,1120002000
809,1010005702,1010018000,1010017500
810,1010005703,1010018200,1010018000
811,1010005801,1120002000,1010017500
812,1010005802,1010017500,1010018000
813,1010005803,1010018000,1010018200
814,1010007301,1010018700,1010018200
815,1010007302,1010019100,1010018700
816,1010007401,1010018200,1010018700
817,1010007407,1010018700,1010035800
